name,iso_a3,currency_code,local_price,dollar_ex,date
Ireland,IRL,EUR,4.07,0.875695083,2017/7/1
Israel,ISR,ILS,16.9,3.5405,2017/7/1
Italy,ITA,EUR,4.2,0.875695083,2017/7/1
Japan,JPN,JPY,380.0,113.06,2017/7/1
Malaysia,MYS,MYR,8.6,4.2935,2017/7/1
Mexico,MEX,MXN,49.0,17.79075,2017/7/1
Netherlands,NLD,EUR,3.61,0.875695083,2017/7/1
New Zealand,NZL,NZD,6.1,1.376273053,2017/7/1
Norway,NOR,NOK,49.0,8.2852,2017/7/1
Pakistan,PAK,PKR,375.0,105.15,2017/7/1
Peru,PER,PEN,10.5,3.2515,2017/7/1
Philippines,PHL,PHP,134.0,50.5765,2017/7/1
Poland,POL,PLN,10.1,3.7086,2017/7/1
Portugal,PRT,EUR,3.25,0.875695083,2017/7/1
Russia,RUS,RUB,137.0,60.1369,2017/7/1
Saudi Arabia,SAU,SAR,12.0,3.75015,2017/7/1
Singapore,SGP,SGD,5.6,1.3777,2017/7/1
South Africa,ZAF,ZAR,30.0,13.27,2017/7/1
South Korea,KOR,KRW,4400.0,1144.65,2017/7/1
Spain,ESP,EUR,3.8,0.875695083,2017/7/1
Sri Lanka,LKA,LKR,580.0,153.725,2017/7/1
Sweden,SWE,SEK,48.97,8.41565,2017/7/1
Switzerland,CHE,CHF,6.5,0.96415,2017/7/1
Taiwan,TWN,TWD,69.0,30.4775,2017/7/1
Thailand,THA,THB,119.0,34.0365,2017/7/1
Turkey,TUR,TRY,10.75,3.57605,2017/7/1
UAE,ARE,AED,14.0,3.673,2017/7/1
Ukraine,UKR,UAH,44.0,25.915,2017/7/1
United States,USA,USD,5.3,1.0,2017/7/1
Uruguay,URY,UYU,130.0,28.705,2017/7/1
Venezuela,VEN,VEF,10950.0,2700.0,2017/7/1
Vietnam,VNM,VND,60000.0,22732.5,2017/7/1
Argentina,ARG,ARS,75.0,18.9375,2018/1/1
Australia,AUS,AUD,5.9,1.253682693,2018/1/1
Austria,AUT,EUR,3.4,0.816826629,2018/1/1
Belgium,BEL,EUR,4.1,0.816826629,2018/1/1
Brazil,BRA,BRL,16.5,3.2279,2018/1/1
Britain,GBR,GBP,3.19,0.72285673,2018/1/1
Canada,CAN,CAD,6.55,1.2459,2018/1/1
Chile,CHL,CLP,2600.0,605.935,2018/1/1
China,CHN,CNY,20.4,6.432,2018/1/1
Colombia,COL,COP,10900.0,2844.12,2018/1/1
Costa Rica,CRI,CRC,2290.0,568.53,2018/1/1
Czech Republic,CZE,CZK,79.0,20.747,2018/1/1
Denmark,DNK,DKK,30.0,6.0827,2018/1/1
Egypt,EGY,EGP,34.21,17.7,2018/1/1
Estonia,EST,EUR,3.15,0.816826629,2018/1/1
Euro area,EUZ,EUR,3.95,0.816826629,2018/1/1
Finland,FIN,EUR,4.56,0.816826629,2018/1/1
France,FRA,EUR,4.2,0.816826629,2018/1/1
Germany,DEU,EUR,3.9,0.816826629,2018/1/1
Greece,GRC,EUR,3.35,0.816826629,2018/1/1
Hong Kong,HKG,HKD,20.5,7.819,2018/1/1
Hungary,HUN,HUF,864.0,252.14215,2018/1/1
India,IND,INR,180.0,63.86125,2018/1/1
Indonesia,IDN,IDR,35750.0,13359.0,2018/1/1
Ireland,IRL,EUR,4.07,0.816826629,2018/1/1
Israel,ISR,ILS,16.5,3.43635,2018/1/1
Italy,ITA,EUR,4.2,0.816826629,2018/1/1
Japan,JPN,JPY,380.0,110.725,2018/1/1
Malaysia,MYS,MYR,9.0,3.9539999999999997,2018/1/1
Mexico,MEX,MXN,48.0,18.6635,2018/1/1
Netherlands,NLD,EUR,3.71,0.816826629,2018/1/1
New Zealand,NZL,NZD,6.2,1.374664925,2018/1/1
Norway,NOR,NOK,49.0,7.8501,2018/1/1
Pakistan,PAK,PKR,375.0,110.505,2018/1/1
Peru,PER,PEN,10.5,3.2119999999999997,2018/1/1
Philippines,PHL,PHP,134.0,50.725,2018/1/1
Poland,POL,PLN,10.1,3.40575,2018/1/1
Portugal,PRT,EUR,3.2,0.816826629,2018/1/1
Russia,RUS,RUB,130.0,56.745,2018/1/1
Saudi Arabia,SAU,SAR,12.0,3.7503,2018/1/1
Singapore,SGP,SGD,5.8,1.32255,2018/1/1
South Africa,ZAF,ZAR,30.0,12.25815,2018/1/1
South Korea,KOR,KRW,4400.0,1069.25,2018/1/1
Spain,ESP,EUR,3.95,0.816826629,2018/1/1
Sri Lanka,LKA,LKR,580.0,153.8,2018/1/1
Sweden,SWE,SEK,49.1,8.0188,2018/1/1
Switzerland,CHE,CHF,6.5,0.96085,2018/1/1
Taiwan,TWN,TWD,69.0,29.553,2018/1/1
Thailand,THA,THB,119.0,31.95,2018/1/1
Turkey,TUR,TRY,10.75,3.8026,2018/1/1
UAE,ARE,AED,14.0,3.673,2018/1/1
Ukraine,UKR,UAH,47.0,28.715,2018/1/1
United States,USA,USD,5.28,1.0,2018/1/1
Uruguay,URY,UYU,140.0,28.58,2018/1/1
Venezuela,VEN,VEF,0.0,0.0,2018/1/1
Vietnam,VNM,VND,65000.0,22711.5,2018/1/1
United Arab Emirates,ARE,AED,14.0,3.67315,2018/7/1
Argentina,ARG,ARS,75.0,27.725,2018/7/1
Australia,AUS,AUD,6.05,1.339853956,2018/7/1
Austria,AUT,EUR,3.4,0.8532059209999999,2018/7/1
Azerbaijan,AZE,AZN,3.95,1.70175,2018/7/1
Belgium,BEL,EUR,4.1,0.8532059209999999,2018/7/1
Bahrain,BHR,BHD,1.2,0.37955,2018/7/1
Brazil,BRA,BRL,16.9,3.83835,2018/7/1
Canada,CAN,CAD,6.65,1.31235,2018/7/1
Switzerland,CHE,CHF,6.5,0.99325,2018/7/1
Chile,CHL,CLP,2640.0,651.73,2018/7/1
China,CHN,CNY,20.5,6.622000000000001,2018/7/1
Colombia,COL,COP,11900.0,2874.07,2018/7/1
Costa Rica,CRI,CRC,2290.0,567.8,2018/7/1
Czech Republic,CZE,CZK,75.0,22.06475,2018/7/1
Germany,DEU,EUR,4.12,0.8532059209999999,2018/7/1
Denmark,DNK,DKK,30.0,6.3591,2018/7/1
Egypt,EGY,EGP,31.37,17.905,2018/7/1
Spain,ESP,EUR,4.1,0.8532059209999999,2018/7/1
Estonia,EST,EUR,3.15,0.8532059209999999,2018/7/1
Euro area,EUZ,EUR,4.04,0.8532059209999999,2018/7/1
Finland,FIN,EUR,4.62,0.8532059209999999,2018/7/1
France,FRA,EUR,4.2,0.8532059209999999,2018/7/1
Britain,GBR,GBP,3.19,0.7538635509999999,2018/7/1
Greece,GRC,EUR,3.35,0.8532059209999999,2018/7/1
Guatemala,GTM,GTQ,25.0,7.4871,2018/7/1
Hong Kong,HKG,HKD,20.0,7.84825,2018/7/1
Honduras,HND,HNL,85.0,23.9926,2018/7/1
Croatia,HRV,HRK,21.0,6.31275,2018/7/1
Hungary,HUN,HUF,850.0,276.4302,2018/7/1
Indonesia,IDN,IDR,31500.0,14360.0,2018/7/1
India,IND,INR,173.0,68.825,2018/7/1
Ireland,IRL,EUR,4.07,0.8532059209999999,2018/7/1
Israel,ISR,ILS,17.0,3.6349,2018/7/1
Italy,ITA,EUR,4.2,0.8532059209999999,2018/7/1
Jordan,JOR,JOD,1.95,0.71005,2018/7/1
Japan,JPN,JPY,390.0,111.25,2018/7/1
South Korea,KOR,KRW,4500.0,1116.0,2018/7/1
Kuwait,KWT,KWD,1.05,0.3025,2018/7/1
Lebanon,LBN,LBP,6500.0,1511.0,2018/7/1
Sri Lanka,LKA,LKR,580.0,159.27,2018/7/1
Lithuania,LTU,EUR,2.8,0.8532059209999999,2018/7/1
Latvia,LVA,EUR,2.7,0.8532059209999999,2018/7/1
Moldova,MDA,MDL,43.0,16.6526,2018/7/1
Mexico,MEX,MXN,49.0,19.0515,2018/7/1
Malaysia,MYS,MYR,8.45,4.0225,2018/7/1
Nicaragua,NIC,NIO,103.0,31.5872,2018/7/1
Netherlands,NLD,EUR,3.79,0.8532059209999999,2018/7/1
Norway,NOR,NOK,42.0,8.0415,2018/7/1
New Zealand,NZL,NZD,6.2,1.464343242,2018/7/1
Oman,OMN,OMR,1.05,0.385,2018/7/1
Pakistan,PAK,PKR,375.0,121.49,2018/7/1
Peru,PER,PEN,10.5,3.2715,2018/7/1
Philippines,PHL,PHP,140.0,53.486999999999995,2018/7/1
Poland,POL,PLN,10.1,3.68695,2018/7/1
Portugal,PRT,EUR,3.25,0.8532059209999999,2018/7/1
Qatar,QAT,QAR,12.0,3.641,2018/7/1
Romania,ROU,RON,9.2,3.97325,2018/7/1
Russia,RUS,RUB,130.0,62.14065,2018/7/1
Saudi Arabia,SAU,SAR,12.0,3.7504,2018/7/1
Singapore,SGP,SGD,5.8,1.35585,2018/7/1
Slovakia,SVK,EUR,3.0,0.8532059209999999,2018/7/1
Slovenia,SVN,EUR,2.3,0.8532059209999999,2018/7/1
Sweden,SWE,SEK,51.0,8.7526,2018/7/1
Thailand,THA,THB,119.0,33.17,2018/7/1
Turkey,TUR,TRY,10.75,4.70625,2018/7/1
Taiwan,TWN,TWD,69.0,30.3725,2018/7/1
Ukraine,UKR,UAH,50.0,26.199,2018/7/1
Uruguay,URY,UYU,140.0,31.31,2018/7/1
United States,USA,USD,5.51,1.0,2018/7/1
Vietnam,VNM,VND,65000.0,23039.5,2018/7/1
South Africa,ZAF,ZAR,31.0,13.3619,2018/7/1
United Arab Emirates,ARE,AED,14.0,3.67315,2019/1/1
Argentina,ARG,ARS,75.0,37.455,2019/1/1
Australia,AUS,AUD,6.1,1.401639919,2019/1/1
Austria,AUT,EUR,3.76,0.8724861490000001,2019/1/1
Azerbaijan,AZE,AZN,3.95,1.6965,2019/1/1
Belgium,BEL,EUR,4.2,0.8724861490000001,2019/1/1
Bahrain,BHR,BHD,1.2,0.377,2019/1/1
Brazil,BRA,BRL,16.9,3.71795,2019/1/1
Canada,CAN,CAD,6.77,1.3314,2019/1/1
Switzerland,CHE,CHF,6.5,0.98165,2019/1/1
Chile,CHL,CLP,2640.0,678.99,2019/1/1
China,CHN,CNY,20.9,6.8497,2019/1/1
Colombia,COL,COP,11900.0,3191.5,2019/1/1
Costa Rica,CRI,CRC,2290.0,606.975,2019/1/1
Czech Republic,CZE,CZK,85.0,22.31165,2019/1/1
Germany,DEU,EUR,4.12,0.8724861490000001,2019/1/1
Denmark,DNK,DKK,30.0,6.51545,2019/1/1
Egypt,EGY,EGP,40.0,17.91,2019/1/1
Spain,ESP,EUR,3.95,0.8724861490000001,2019/1/1
Estonia,EST,EUR,3.2,0.8724861490000001,2019/1/1
Euro area,EUZ,EUR,4.05,0.8724861490000001,2019/1/1
Finland,FIN,EUR,4.62,0.8724861490000001,2019/1/1
France,FRA,EUR,4.2,0.8724861490000001,2019/1/1
Britain,GBR,GBP,3.19,0.78320802,2019/1/1
Greece,GRC,EUR,3.35,0.8724861490000001,2019/1/1
Guatemala,GTM,GTQ,25.0,7.7283,2019/1/1
Hong Kong,HKG,HKD,20.0,7.83435,2019/1/1
Honduras,HND,HNL,85.0,24.3391,2019/1/1
Croatia,HRV,HRK,21.0,6.47885,2019/1/1
Hungary,HUN,HUF,850.0,280.26875,2019/1/1
Indonesia,IDN,IDR,33000.0,14090.0,2019/1/1
India,IND,INR,178.0,69.685,2019/1/1
Ireland,IRL,EUR,4.07,0.8724861490000001,2019/1/1
Israel,ISR,ILS,17.0,3.70785,2019/1/1
Italy,ITA,EUR,4.2,0.8724861490000001,2019/1/1
Jordan,JOR,JOD,1.95,0.7096,2019/1/1
Japan,JPN,JPY,390.0,108.44,2019/1/1
South Korea,KOR,KRW,4500.0,1118.6,2019/1/1
Kuwait,KWT,KWD,1.05,0.3031,2019/1/1
Lebanon,LBN,LBP,6500.0,1507.0,2019/1/1
Sri Lanka,LKA,LKR,580.0,182.245,2019/1/1
Lithuania,LTU,EUR,2.85,0.8724861490000001,2019/1/1
Latvia,LVA,EUR,2.8,0.8724861490000001,2019/1/1
Moldova,MDA,MDL,40.0,17.262999999999998,2019/1/1
Mexico,MEX,MXN,49.0,19.30875,2019/1/1
Malaysia,MYS,MYR,9.05,4.1175,2019/1/1
Nicaragua,NIC,NIO,103.0,32.3607,2019/1/1
Netherlands,NLD,EUR,4.0,0.8724861490000001,2019/1/1
Norway,NOR,NOK,50.0,8.5329,2019/1/1
New Zealand,NZL,NZD,6.2,1.479289941,2019/1/1
Oman,OMN,OMR,1.05,0.3849,2019/1/1
Pakistan,PAK,PKR,460.0,138.88,2019/1/1
Peru,PER,PEN,10.5,3.3485,2019/1/1
Philippines,PHL,PHP,140.0,52.3925,2019/1/1
Poland,POL,PLN,10.5,3.74845,2019/1/1
Portugal,PRT,EUR,3.25,0.8724861490000001,2019/1/1
Qatar,QAT,QAR,12.0,3.64125,2019/1/1
Romania,ROU,RON,9.3,4.06695,2019/1/1
Russia,RUS,RUB,110.17,66.685,2019/1/1
Saudi Arabia,SAU,SAR,12.0,3.75115,2019/1/1
Singapore,SGP,SGD,5.8,1.3559,2019/1/1
Slovakia,SVK,EUR,3.2,0.8724861490000001,2019/1/1
Slovenia,SVN,EUR,2.3,0.8724861490000001,2019/1/1
Sweden,SWE,SEK,52.0,8.90625,2019/1/1
Thailand,THA,THB,119.0,32.0075,2019/1/1
Turkey,TUR,TRY,10.75,5.3834,2019/1/1
Taiwan,TWN,TWD,69.0,30.803,2019/1/1
Ukraine,UKR,UAH,54.0,27.8,2019/1/1
Uruguay,URY,UYU,140.0,32.51,2019/1/1
United States,USA,USD,5.58,1.0,2019/1/1
Vietnam,VNM,VND,65000.0,23199.0,2019/1/1
South Africa,ZAF,ZAR,31.0,13.8675,2019/1/1
United Arab Emirates,ARE,AED,14.75,3.67315,2019/7/9
Argentina,ARG,ARS,120.0,41.8045,2019/7/9
Australia,AUS,AUD,6.15,1.443626389,2019/7/9
Austria,AUT,EUR,3.81,0.892339267,2019/7/9
Azerbaijan,AZE,AZN,3.95,1.6965,2019/7/9
Belgium,BEL,EUR,4.2,0.892339267,2019/7/9
Bahrain,BHR,BHD,1.4,0.377,2019/7/9
Brazil,BRA,BRL,17.5,3.8073,2019/7/9
Canada,CAN,CAD,6.77,1.31305,2019/7/9
Switzerland,CHE,CHF,6.5,0.99355,2019/7/9
Chile,CHL,CLP,2640.0,689.75,2019/7/9
China,CHN,CNY,21.0,6.8846,2019/7/9
Colombia,COL,COP,11900.0,3227.0,2019/7/9
Costa Rica,CRI,CRC,2290.0,581.935,2019/7/9
Czech Republic,CZE,CZK,85.0,22.7993,2019/7/9
Germany,DEU,EUR,4.14,0.892339267,2019/7/9
Denmark,DNK,DKK,30.0,6.6593,2019/7/9
Egypt,EGY,EGP,42.0,16.615,2019/7/9
Spain,ESP,EUR,3.95,0.892339267,2019/7/9
Estonia,EST,EUR,3.2,0.892339267,2019/7/9
Euro area,EUZ,EUR,4.08,0.892339267,2019/7/9
Finland,FIN,EUR,4.75,0.892339267,2019/7/9
France,FRA,EUR,4.2,0.892339267,2019/7/9
Britain,GBR,GBP,3.29,0.802181935,2019/7/9
Greece,GRC,EUR,3.3,0.892339267,2019/7/9
Guatemala,GTM,GTQ,25.0,7.6802,2019/7/9
Hong Kong,HKG,HKD,20.5,7.8105,2019/7/9
Honduras,HND,HNL,86.0,24.4834,2019/7/9
Croatia,HRV,HRK,22.0,6.5981,2019/7/9
Hungary,HUN,HUF,900.0,290.5412,2019/7/9
Indonesia,IDN,IDR,32000.0,14130.0,2019/7/9
India,IND,INR,183.0,68.5544,2019/7/9
Ireland,IRL,EUR,4.3,0.892339267,2019/7/9
Israel,ISR,ILS,17.0,3.5667,2019/7/9
Italy,ITA,EUR,4.3,0.892339267,2019/7/9
Jordan,JOR,JOD,2.3,0.7090000000000001,2019/7/9
Japan,JPN,JPY,390.0,108.765,2019/7/9
South Korea,KOR,KRW,4500.0,1180.55,2019/7/9
Kuwait,KWT,KWD,1.1,0.3045,2019/7/9
Lebanon,LBN,LBP,6500.0,1507.0,2019/7/9
Sri Lanka,LKA,LKR,640.0,175.675,2019/7/9
Lithuania,LTU,EUR,2.85,0.892339267,2019/7/9
Latvia,LVA,EUR,2.85,0.892339267,2019/7/9
Moldova,MDA,MDL,43.0,17.8142,2019/7/9
Mexico,MEX,MXN,50.0,18.89525,2019/7/9
Malaysia,MYS,MYR,8.85,4.1425,2019/7/9
Nicaragua,NIC,NIO,110.0,33.1621,2019/7/9
Netherlands,NLD,EUR,4.06,0.892339267,2019/7/9
Norway,NOR,NOK,42.0,8.65275,2019/7/9
New Zealand,NZL,NZD,6.4,1.513431706,2019/7/9
Oman,OMN,OMR,1.21,0.385,2019/7/9
Pakistan,PAK,PKR,480.0,157.45,2019/7/9
Peru,PER,PEN,10.5,3.2868,2019/7/9
Philippines,PHL,PHP,142.0,51.3175,2019/7/9
Poland,POL,PLN,10.8,3.80775,2019/7/9
Portugal,PRT,EUR,3.25,0.892339267,2019/7/9
Qatar,QAT,QAR,13.0,3.64175,2019/7/9
Romania,ROU,RON,9.3,4.2192,2019/7/9
Russia,RUS,RUB,130.0,63.83875,2019/7/9
Saudi Arabia,SAU,SAR,13.0,3.75035,2019/7/9
Singapore,SGP,SGD,5.8,1.3613,2019/7/9
Slovakia,SVK,EUR,3.2,0.892339267,2019/7/9
Slovenia,SVN,EUR,2.4,0.892339267,2019/7/9
Sweden,SWE,SEK,51.0,9.47505,2019/7/9
Thailand,THA,THB,119.0,30.8275,2019/7/9
Turkey,TUR,TRY,13.99,5.722,2019/7/9
Taiwan,TWN,TWD,72.0,31.171999999999997,2019/7/9
Ukraine,UKR,UAH,57.0,25.6475,2019/7/9
Uruguay,URY,UYU,164.0,35.1695,2019/7/9
United States,USA,USD,5.74,1.0,2019/7/9
Vietnam,VNM,VND,65000.0,23231.0,2019/7/9
South Africa,ZAF,ZAR,31.0,14.175,2019/7/9
United Arab Emirates,ARE,AED,14.75,3.67315,2020/1/14
Argentina,ARG,ARS,171.0,60.0656,2020/1/14
Australia,AUS,AUD,6.45,1.4490653530000002,2020/1/14
Austria,AUT,EUR,3.84,0.899159286,2020/1/14
Azerbaijan,AZE,AZN,3.95,1.6965,2020/1/14
Belgium,BEL,EUR,4.3,0.899159286,2020/1/14
Bahrain,BHR,BHD,1.4,0.377,2020/1/14
Brazil,BRA,BRL,19.9,4.1419,2020/1/14
Canada,CAN,CAD,6.77,1.30655,2020/1/14
Switzerland,CHE,CHF,6.5,0.96825,2020/1/14
Chile,CHL,CLP,2640.0,772.74,2020/1/14
China,CHN,CNY,21.5,6.885,2020/1/14
Colombia,COL,COP,11900.0,3287.625,2020/1/14
Costa Rica,CRI,CRC,2350.0,569.965,2020/1/14
Czech Republic,CZE,CZK,85.0,22.63095,2020/1/14
Germany,DEU,EUR,4.14,0.899159286,2020/1/14
Denmark,DNK,DKK,30.0,6.71935,2020/1/14
Egypt,EGY,EGP,42.0,15.88,2020/1/14
Spain,ESP,EUR,4.2,0.899159286,2020/1/14
Estonia,EST,EUR,3.2,0.899159286,2020/1/14
Euro area,EUZ,EUR,4.12,0.899159286,2020/1/14
Finland,FIN,EUR,4.83,0.899159286,2020/1/14
France,FRA,EUR,4.2,0.899159286,2020/1/14
Britain,GBR,GBP,3.39,0.76866905,2020/1/14
Greece,GRC,EUR,3.3,0.899159286,2020/1/14
Guatemala,GTM,GTQ,25.0,7.7063,2020/1/14
Hong Kong,HKG,HKD,20.5,7.77535,2020/1/14
Honduras,HND,HNL,87.0,24.6548,2020/1/14
Croatia,HRV,HRK,22.0,6.6965,2020/1/14
Hungary,HUN,HUF,900.0,298.7502,2020/1/14
Indonesia,IDN,IDR,33000.0,13670.0,2020/1/14
India,IND,INR,188.0,70.87815,2020/1/14
Ireland,IRL,EUR,4.2,0.899159286,2020/1/14
Israel,ISR,ILS,17.0,3.4595,2020/1/14
Italy,ITA,EUR,4.3,0.899159286,2020/1/14
Jordan,JOR,JOD,2.3,0.7090000000000001,2020/1/14
Japan,JPN,JPY,390.0,110.04,2020/1/14
South Korea,KOR,KRW,4500.0,1156.1,2020/1/14
Kuwait,KWT,KWD,1.1,0.3034,2020/1/14
Lebanon,LBN,LBP,6500.0,1514.0,2020/1/14
Sri Lanka,LKA,LKR,580.0,181.45,2020/1/14
Lithuania,LTU,EUR,2.85,0.899159286,2020/1/14
Latvia,LVA,EUR,2.85,0.899159286,2020/1/14
Moldova,MDA,MDL,45.0,17.42,2020/1/14
Mexico,MEX,MXN,50.0,18.8205,2020/1/14
Malaysia,MYS,MYR,9.5,4.0745,2020/1/14
Nicaragua,NIC,NIO,120.0,33.8763,2020/1/14
Netherlands,NLD,EUR,4.09,0.899159286,2020/1/14
Norway,NOR,NOK,53.0,8.87515,2020/1/14
New Zealand,NZL,NZD,6.5,1.513546239,2020/1/14
Oman,OMN,OMR,1.155,0.38505,2020/1/14
Pakistan,PAK,PKR,520.0,154.875,2020/1/14
Peru,PER,PEN,11.9,3.3276,2020/1/14
Philippines,PHL,PHP,142.0,50.58,2020/1/14
Poland,POL,PLN,11.0,3.7966,2020/1/14
Portugal,PRT,EUR,3.25,0.899159286,2020/1/14
Qatar,QAT,QAR,13.0,3.641,2020/1/14
Romania,ROU,RON,9.5,4.2982,2020/1/14
Russia,RUS,RUB,135.0,61.4325,2020/1/14
Saudi Arabia,SAU,SAR,13.0,3.7518,2020/1/14
Singapore,SGP,SGD,5.9,1.34715,2020/1/14
Slovakia,SVK,EUR,3.4,0.899159286,2020/1/14
Slovenia,SVN,EUR,2.4,0.899159286,2020/1/14
Sweden,SWE,SEK,51.5,9.4591,2020/1/14
Thailand,THA,THB,115.0,30.2775,2020/1/14
Turkey,TUR,TRY,12.99,5.88025,2020/1/14
Taiwan,TWN,TWD,72.0,29.8845,2020/1/14
Ukraine,UKR,UAH,57.0,23.99,2020/1/14
Uruguay,URY,UYU,179.0,37.435,2020/1/14
United States,USA,USD,5.67,1.0,2020/1/14
Vietnam,VNM,VND,66000.0,23176.0,2020/1/14
South Africa,ZAF,ZAR,31.0,14.390999999999998,2020/1/14
